"year";"orgnr";"var";"denominator";"ind_id"
2010;974631768;155;163;"hoftebrudd_dekgrad_prim_ost"
2011;974631768;119;124;"hoftebrudd_dekgrad_prim_hemi"
2011;974631768;152;167;"hoftebrudd_dekgrad_prim_ost"
2012;974631768;151;153;"hoftebrudd_dekgrad_prim_hemi"
2012;974631768;154;164;"hoftebrudd_dekgrad_prim_ost"
2013;974631768;142;152;"hoftebrudd_dekgrad_prim_hemi"
2013;974631768;141;158;"hoftebrudd_dekgrad_prim_ost"
2013;974631768;24;27;"hoftebrudd_dekgrad_prim_total"
2014;974631768;128;135;"hoftebrudd_dekgrad_prim_hemi"
2014;974631768;123;135;"hoftebrudd_dekgrad_prim_ost"
2014;974631768;7;7;"hoftebrudd_dekgrad_prim_total"
2015;974631768;92;102;"hoftebrudd_dekgrad_prim_hemi"
2015;974631768;152;166;"hoftebrudd_dekgrad_prim_ost"
2015;974631768;3;4;"hoftebrudd_dekgrad_prim_total"
2016;974631768;107;113;"hoftebrudd_dekgrad_prim_hemi"
2016;974631768;125;140;"hoftebrudd_dekgrad_prim_ost"
2016;974631768;10;13;"hoftebrudd_dekgrad_prim_total"
2017;974631768;95;104;"hoftebrudd_dekgrad_prim_hemi"
2017;974631768;112;137;"hoftebrudd_dekgrad_prim_ost"
2017;974631768;16;16;"hoftebrudd_dekgrad_prim_total"
2018;974631768;95;100;"hoftebrudd_dekgrad_prim_hemi"
2018;974631768;127;139;"hoftebrudd_dekgrad_prim_ost"
2018;974631768;22;22;"hoftebrudd_dekgrad_prim_total"
2008;974631776;52;54;"hoftebrudd_dekgrad_prim_hemi"
2008;974631776;82;88;"hoftebrudd_dekgrad_prim_ost"
2009;974631776;64;64;"hoftebrudd_dekgrad_prim_hemi"
2009;974631776;73;76;"hoftebrudd_dekgrad_prim_ost"
2010;974631776;64;64;"hoftebrudd_dekgrad_prim_hemi"
2010;974631776;85;85;"hoftebrudd_dekgrad_prim_ost"
2011;974631776;66;68;"hoftebrudd_dekgrad_prim_hemi"
2011;974631776;98;102;"hoftebrudd_dekgrad_prim_ost"
2012;974631776;70;73;"hoftebrudd_dekgrad_prim_hemi"
2012;974631776;98;100;"hoftebrudd_dekgrad_prim_ost"
2013;974631776;58;58;"hoftebrudd_dekgrad_prim_hemi"
2013;974631776;91;92;"hoftebrudd_dekgrad_prim_ost"
2013;974631776;7;7;"hoftebrudd_dekgrad_prim_total"
2014;974631776;71;71;"hoftebrudd_dekgrad_prim_hemi"
2014;974631776;121;122;"hoftebrudd_dekgrad_prim_ost"
2014;974631776;2;2;"hoftebrudd_dekgrad_prim_total"
2015;974631776;74;75;"hoftebrudd_dekgrad_prim_hemi"
2015;974631776;98;101;"hoftebrudd_dekgrad_prim_ost"
2015;974631776;3;3;"hoftebrudd_dekgrad_prim_total"
2016;974631776;66;66;"hoftebrudd_dekgrad_prim_hemi"
2016;974631776;84;85;"hoftebrudd_dekgrad_prim_ost"
2016;974631776;11;11;"hoftebrudd_dekgrad_prim_total"
2017;974631776;38;38;"hoftebrudd_dekgrad_prim_hemi"
2017;974631776;96;97;"hoftebrudd_dekgrad_prim_ost"
2017;974631776;10;12;"hoftebrudd_dekgrad_prim_total"
2018;974631776;31;50;"hoftebrudd_dekgrad_prim_hemi"
2018;974631776;48;68;"hoftebrudd_dekgrad_prim_ost"
2018;974631776;4;5;"hoftebrudd_dekgrad_prim_total"
2008;974632535;85;97;"hoftebrudd_dekgrad_prim_hemi"
2008;974632535;122;190;"hoftebrudd_dekgrad_prim_ost"
2009;974632535;84;89;"hoftebrudd_dekgrad_prim_hemi"
2009;974632535;124;162;"hoftebrudd_dekgrad_prim_ost"
2010;974632535;92;98;"hoftebrudd_dekgrad_prim_hemi"
2010;974632535;146;167;"hoftebrudd_dekgrad_prim_ost"
2011;974632535;84;86;"hoftebrudd_dekgrad_prim_hemi"
2011;974632535;141;150;"hoftebrudd_dekgrad_prim_ost"
2012;974632535;58;60;"hoftebrudd_dekgrad_prim_hemi"
2012;974632535;145;158;"hoftebrudd_dekgrad_prim_ost"
2013;974632535;54;55;"hoftebrudd_dekgrad_prim_hemi"
2013;974632535;142;152;"hoftebrudd_dekgrad_prim_ost"
2013;974632535;6;6;"hoftebrudd_dekgrad_prim_total"
2014;974632535;117;123;"hoftebrudd_dekgrad_prim_hemi"
2014;974632535;122;129;"hoftebrudd_dekgrad_prim_ost"
2014;974632535;6;6;"hoftebrudd_dekgrad_prim_total"
2015;974632535;133;139;"hoftebrudd_dekgrad_prim_hemi"
2015;974632535;137;149;"hoftebrudd_dekgrad_prim_ost"
2015;974632535;8;8;"hoftebrudd_dekgrad_prim_total"
2016;974632535;114;116;"hoftebrudd_dekgrad_prim_hemi"
2016;974632535;129;144;"hoftebrudd_dekgrad_prim_ost"
2016;974632535;14;14;"hoftebrudd_dekgrad_prim_total"
2017;974632535;100;118;"hoftebrudd_dekgrad_prim_hemi"
2017;974632535;114;141;"hoftebrudd_dekgrad_prim_ost"
2017;974632535;19;22;"hoftebrudd_dekgrad_prim_total"
2018;974632535;103;117;"hoftebrudd_dekgrad_prim_hemi"
2018;974632535;96;118;"hoftebrudd_dekgrad_prim_ost"
2018;974632535;21;22;"hoftebrudd_dekgrad_prim_total"
2008;974633159;14;14;"hoftebrudd_dekgrad_prim_hemi"
2008;974633159;20;32;"hoftebrudd_dekgrad_prim_ost"
2009;974633159;11;12;"hoftebrudd_dekgrad_prim_hemi"
2009;974633159;28;29;"hoftebrudd_dekgrad_prim_ost"
2010;974633159;15;15;"hoftebrudd_dekgrad_prim_hemi"
2010;974633159;27;28;"hoftebrudd_dekgrad_prim_ost"
2011;974633159;14;14;"hoftebrudd_dekgrad_prim_hemi"
2011;974633159;30;33;"hoftebrudd_dekgrad_prim_ost"
2012;974633159;18;18;"hoftebrudd_dekgrad_prim_hemi"
2012;974633159;36;37;"hoftebrudd_dekgrad_prim_ost"
2013;974633159;16;16;"hoftebrudd_dekgrad_prim_hemi"
2013;974633159;18;21;"hoftebrudd_dekgrad_prim_ost"
2013;974633159;2;3;"hoftebrudd_dekgrad_prim_total"
2014;974633159;34;34;"hoftebrudd_dekgrad_prim_hemi"
2014;974633159;30;33;"hoftebrudd_dekgrad_prim_ost"
2015;974633159;38;39;"hoftebrudd_dekgrad_prim_hemi"
2015;974633159;56;60;"hoftebrudd_dekgrad_prim_ost"
2015;974633159;4;4;"hoftebrudd_dekgrad_prim_total"
2016;974633159;32;32;"hoftebrudd_dekgrad_prim_hemi"
2016;974633159;60;60;"hoftebrudd_dekgrad_prim_ost"
2016;974633159;7;7;"hoftebrudd_dekgrad_prim_total"
2017;974633159;37;38;"hoftebrudd_dekgrad_prim_hemi"
2017;974633159;51;58;"hoftebrudd_dekgrad_prim_ost"
2017;974633159;2;2;"hoftebrudd_dekgrad_prim_total"
2018;974633159;30;30;"hoftebrudd_dekgrad_prim_hemi"
2018;974633159;55;57;"hoftebrudd_dekgrad_prim_ost"
2018;974633159;2;2;"hoftebrudd_dekgrad_prim_total"
2008;974633191;95;100;"hoftebrudd_dekgrad_prim_hemi"
2008;974633191;169;219;"hoftebrudd_dekgrad_prim_ost"
2009;974633191;103;108;"hoftebrudd_dekgrad_prim_hemi"
2009;974633191;164;193;"hoftebrudd_dekgrad_prim_ost"
2010;974633191;126;127;"hoftebrudd_dekgrad_prim_hemi"
2010;974633191;178;187;"hoftebrudd_dekgrad_prim_ost"
2011;974633191;129;130;"hoftebrudd_dekgrad_prim_hemi"
2011;974633191;178;192;"hoftebrudd_dekgrad_prim_ost"
2012;974633191;112;117;"hoftebrudd_dekgrad_prim_hemi"
2012;974633191;174;190;"hoftebrudd_dekgrad_prim_ost"
2013;974633191;88;89;"hoftebrudd_dekgrad_prim_hemi"
2013;974633191;137;149;"hoftebrudd_dekgrad_prim_ost"
2013;974633191;7;8;"hoftebrudd_dekgrad_prim_total"
2014;974633191;92;98;"hoftebrudd_dekgrad_prim_hemi"
2014;974633191;134;149;"hoftebrudd_dekgrad_prim_ost"
2014;974633191;10;11;"hoftebrudd_dekgrad_prim_total"
2015;974633191;100;101;"hoftebrudd_dekgrad_prim_hemi"
2015;974633191;126;150;"hoftebrudd_dekgrad_prim_ost"
2015;974633191;9;10;"hoftebrudd_dekgrad_prim_total"
2016;974633191;96;96;"hoftebrudd_dekgrad_prim_hemi"
2016;974633191;141;141;"hoftebrudd_dekgrad_prim_ost"
2016;974633191;16;16;"hoftebrudd_dekgrad_prim_total"
2017;974633191;116;117;"hoftebrudd_dekgrad_prim_hemi"
2017;974633191;130;139;"hoftebrudd_dekgrad_prim_ost"
2017;974633191;19;19;"hoftebrudd_dekgrad_prim_total"
2018;974633191;100;100;"hoftebrudd_dekgrad_prim_hemi"
2018;974633191;113;127;"hoftebrudd_dekgrad_prim_ost"
2018;974633191;23;23;"hoftebrudd_dekgrad_prim_total"
2015;974633558;1;1;"hoftebrudd_dekgrad_prim_total"
2018;974633558;2;2;"hoftebrudd_dekgrad_prim_total"
2015;974633574;144;147;"hoftebrudd_dekgrad_prim_hemi"
2015;974633574;267;274;"hoftebrudd_dekgrad_prim_ost"
2015;974633574;5;5;"hoftebrudd_dekgrad_prim_total"
2016;974633574;170;173;"hoftebrudd_dekgrad_prim_hemi"
2016;974633574;252;263;"hoftebrudd_dekgrad_prim_ost"
2016;974633574;4;5;"hoftebrudd_dekgrad_prim_total"
2017;974633574;186;191;"hoftebrudd_dekgrad_prim_hemi"
2017;974633574;257;276;"hoftebrudd_dekgrad_prim_ost"
2017;974633574;5;8;"hoftebrudd_dekgrad_prim_total"
2018;974633574;207;211;"hoftebrudd_dekgrad_prim_hemi"
2018;974633574;266;283;"hoftebrudd_dekgrad_prim_ost"
2018;974633574;3;3;"hoftebrudd_dekgrad_prim_total"
2015;974633698;1;1;"hoftebrudd_dekgrad_prim_total"
2016;974633698;6;6;"hoftebrudd_dekgrad_prim_total"
2017;974633698;7;7;"hoftebrudd_dekgrad_prim_hemi"
2017;974633698;11;12;"hoftebrudd_dekgrad_prim_total"
2018;974633698;5;5;"hoftebrudd_dekgrad_prim_hemi"
2018;974633698;13;14;"hoftebrudd_dekgrad_prim_total"
2015;974633752;278;288;"hoftebrudd_dekgrad_prim_hemi"
2015;974633752;284;302;"hoftebrudd_dekgrad_prim_ost"
2015;974633752;11;12;"hoftebrudd_dekgrad_prim_total"
2016;974633752;257;258;"hoftebrudd_dekgrad_prim_hemi"
2016;974633752;265;265;"hoftebrudd_dekgrad_prim_ost"
2016;974633752;16;16;"hoftebrudd_dekgrad_prim_total"
2017;974633752;248;262;"hoftebrudd_dekgrad_prim_hemi"
2017;974633752;290;308;"hoftebrudd_dekgrad_prim_ost"
2017;974633752;15;19;"hoftebrudd_dekgrad_prim_total"
2018;974633752;238;244;"hoftebrudd_dekgrad_prim_hemi"
2018;974633752;310;318;"hoftebrudd_dekgrad_prim_ost"
2018;974633752;20;21;"hoftebrudd_dekgrad_prim_total"
2008;974703300;60;60;"hoftebrudd_dekgrad_prim_hemi"
2008;974703300;381;383;"hoftebrudd_dekgrad_prim_ost"
2009;974703300;97;97;"hoftebrudd_dekgrad_prim_hemi"
2009;974703300;359;366;"hoftebrudd_dekgrad_prim_ost"
2010;974703300;84;84;"hoftebrudd_dekgrad_prim_hemi"
2010;974703300;397;405;"hoftebrudd_dekgrad_prim_ost"
2011;974703300;90;92;"hoftebrudd_dekgrad_prim_hemi"
2011;974703300;353;361;"hoftebrudd_dekgrad_prim_ost"
2012;974703300;143;143;"hoftebrudd_dekgrad_prim_hemi"
2012;974703300;356;362;"hoftebrudd_dekgrad_prim_ost"
2013;974703300;106;106;"hoftebrudd_dekgrad_prim_hemi"
2013;974703300;291;302;"hoftebrudd_dekgrad_prim_ost"
2013;974703300;54;69;"hoftebrudd_dekgrad_prim_total"
2014;974703300;113;113;"hoftebrudd_dekgrad_prim_hemi"
2014;974703300;273;278;"hoftebrudd_dekgrad_prim_ost"
2014;974703300;63;72;"hoftebrudd_dekgrad_prim_total"
2015;974703300;119;122;"hoftebrudd_dekgrad_prim_hemi"
2015;974703300;268;274;"hoftebrudd_dekgrad_prim_ost"
2015;974703300;52;55;"hoftebrudd_dekgrad_prim_total"
2016;974703300;138;139;"hoftebrudd_dekgrad_prim_hemi"
2016;974703300;229;231;"hoftebrudd_dekgrad_prim_ost"
2016;974703300;43;43;"hoftebrudd_dekgrad_prim_total"
2017;974703300;154;154;"hoftebrudd_dekgrad_prim_hemi"
2017;974703300;229;236;"hoftebrudd_dekgrad_prim_ost"
2017;974703300;46;54;"hoftebrudd_dekgrad_prim_total"
2018;974703300;146;146;"hoftebrudd_dekgrad_prim_hemi"
2018;974703300;229;229;"hoftebrudd_dekgrad_prim_ost"
2018;974703300;86;87;"hoftebrudd_dekgrad_prim_total"
2008;974705788;75;82;"hoftebrudd_dekgrad_prim_hemi"
2008;974705788;190;223;"hoftebrudd_dekgrad_prim_ost"
2009;974705788;109;113;"hoftebrudd_dekgrad_prim_hemi"
2009;974705788;168;178;"hoftebrudd_dekgrad_prim_ost"
2010;974705788;122;131;"hoftebrudd_dekgrad_prim_hemi"
2010;974705788;174;185;"hoftebrudd_dekgrad_prim_ost"
2011;974705788;138;150;"hoftebrudd_dekgrad_prim_hemi"
2011;974705788;159;176;"hoftebrudd_dekgrad_prim_ost"
2012;974705788;138;143;"hoftebrudd_dekgrad_prim_hemi"
2012;974705788;154;179;"hoftebrudd_dekgrad_prim_ost"
2013;974705788;114;126;"hoftebrudd_dekgrad_prim_hemi"
2013;974705788;150;167;"hoftebrudd_dekgrad_prim_ost"
2013;974705788;2;3;"hoftebrudd_dekgrad_prim_total"
2014;974705788;129;132;"hoftebrudd_dekgrad_prim_hemi"
2014;974705788;130;155;"hoftebrudd_dekgrad_prim_ost"
2014;974705788;9;10;"hoftebrudd_dekgrad_prim_total"
2015;974705788;110;116;"hoftebrudd_dekgrad_prim_hemi"
2015;974705788;150;163;"hoftebrudd_dekgrad_prim_ost"
2015;974705788;6;6;"hoftebrudd_dekgrad_prim_total"
2016;974705788;126;129;"hoftebrudd_dekgrad_prim_hemi"
2016;974705788;134;145;"hoftebrudd_dekgrad_prim_ost"
2016;974705788;5;6;"hoftebrudd_dekgrad_prim_total"
2017;974705788;135;136;"hoftebrudd_dekgrad_prim_hemi"
2017;974705788;117;139;"hoftebrudd_dekgrad_prim_ost"
2017;974705788;19;19;"hoftebrudd_dekgrad_prim_total"
2018;974705788;112;119;"hoftebrudd_dekgrad_prim_hemi"
2018;974705788;129;149;"hoftebrudd_dekgrad_prim_ost"
2018;974705788;28;29;"hoftebrudd_dekgrad_prim_total"
2008;974706490;135;178;"hoftebrudd_dekgrad_prim_hemi"
2008;974706490;222;303;"hoftebrudd_dekgrad_prim_ost"
2009;974706490;183;212;"hoftebrudd_dekgrad_prim_hemi"
2009;974706490;199;273;"hoftebrudd_dekgrad_prim_ost"
2010;974706490;144;157;"hoftebrudd_dekgrad_prim_hemi"
2010;974706490;232;270;"hoftebrudd_dekgrad_prim_ost"
2011;974706490;257;289;"hoftebrudd_dekgrad_prim_hemi"
2011;974706490;372;441;"hoftebrudd_dekgrad_prim_ost"
2012;974706490;294;316;"hoftebrudd_dekgrad_prim_hemi"
2012;974706490;347;414;"hoftebrudd_dekgrad_prim_ost"
2013;974706490;255;271;"hoftebrudd_dekgrad_prim_hemi"
2013;974706490;354;411;"hoftebrudd_dekgrad_prim_ost"
2013;974706490;25;28;"hoftebrudd_dekgrad_prim_total"
2014;974706490;230;246;"hoftebrudd_dekgrad_prim_hemi"
2014;974706490;313;345;"hoftebrudd_dekgrad_prim_ost"
2014;974706490;20;20;"hoftebrudd_dekgrad_prim_total"
2015;974706490;208;221;"hoftebrudd_dekgrad_prim_hemi"
2015;974706490;299;328;"hoftebrudd_dekgrad_prim_ost"
2015;974706490;31;31;"hoftebrudd_dekgrad_prim_total"
2016;974706490;259;273;"hoftebrudd_dekgrad_prim_hemi"
2016;974706490;323;366;"hoftebrudd_dekgrad_prim_ost"
2016;974706490;18;22;"hoftebrudd_dekgrad_prim_total"
2017;974706490;267;271;"hoftebrudd_dekgrad_prim_hemi"
2017;974706490;346;368;"hoftebrudd_dekgrad_prim_ost"
2017;974706490;25;26;"hoftebrudd_dekgrad_prim_total"
2018;974706490;264;271;"hoftebrudd_dekgrad_prim_hemi"
2018;974706490;316;349;"hoftebrudd_dekgrad_prim_ost"
2018;974706490;38;38;"hoftebrudd_dekgrad_prim_total"
2016;974707152;0;2;"hoftebrudd_dekgrad_prim_hemi"
2017;974707152;0;1;"hoftebrudd_dekgrad_prim_ost"
2008;974724774;57;61;"hoftebrudd_dekgrad_prim_hemi"
2008;974724774;148;162;"hoftebrudd_dekgrad_prim_ost"
2009;974724774;88;89;"hoftebrudd_dekgrad_prim_hemi"
2009;974724774;135;137;"hoftebrudd_dekgrad_prim_ost"
2010;974724774;95;95;"hoftebrudd_dekgrad_prim_hemi"
2010;974724774;135;144;"hoftebrudd_dekgrad_prim_ost"
2011;974724774;75;77;"hoftebrudd_dekgrad_prim_hemi"
2011;974724774;120;124;"hoftebrudd_dekgrad_prim_ost"
2012;974724774;84;85;"hoftebrudd_dekgrad_prim_hemi"
2012;974724774;114;118;"hoftebrudd_dekgrad_prim_ost"
2013;974724774;110;111;"hoftebrudd_dekgrad_prim_hemi"
2013;974724774;140;143;"hoftebrudd_dekgrad_prim_ost"
2013;974724774;2;2;"hoftebrudd_dekgrad_prim_total"
2014;974724774;84;86;"hoftebrudd_dekgrad_prim_hemi"
2014;974724774;126;133;"hoftebrudd_dekgrad_prim_ost"
2014;974724774;2;2;"hoftebrudd_dekgrad_prim_total"
2015;974724774;81;84;"hoftebrudd_dekgrad_prim_hemi"
2015;974724774;123;133;"hoftebrudd_dekgrad_prim_ost"
2015;974724774;1;1;"hoftebrudd_dekgrad_prim_total"
2016;974724774;111;111;"hoftebrudd_dekgrad_prim_hemi"
2016;974724774;126;126;"hoftebrudd_dekgrad_prim_ost"
2016;974724774;2;2;"hoftebrudd_dekgrad_prim_total"
2017;974724774;72;73;"hoftebrudd_dekgrad_prim_hemi"
2017;974724774;113;118;"hoftebrudd_dekgrad_prim_ost"
2017;974724774;2;3;"hoftebrudd_dekgrad_prim_total"
2018;974724774;76;76;"hoftebrudd_dekgrad_prim_hemi"
2018;974724774;139;142;"hoftebrudd_dekgrad_prim_ost"
2018;974724774;3;3;"hoftebrudd_dekgrad_prim_total"
2008;974725215;12;12;"hoftebrudd_dekgrad_prim_hemi"
2008;974725215;25;31;"hoftebrudd_dekgrad_prim_ost"
2009;974725215;8;8;"hoftebrudd_dekgrad_prim_hemi"
2009;974725215;24;31;"hoftebrudd_dekgrad_prim_ost"
2010;974725215;12;12;"hoftebrudd_dekgrad_prim_hemi"
2010;974725215;28;41;"hoftebrudd_dekgrad_prim_ost"
2011;974725215;12;12;"hoftebrudd_dekgrad_prim_hemi"
2011;974725215;42;42;"hoftebrudd_dekgrad_prim_ost"
2012;974725215;11;11;"hoftebrudd_dekgrad_prim_hemi"
2012;974725215;39;44;"hoftebrudd_dekgrad_prim_ost"
2013;974725215;19;20;"hoftebrudd_dekgrad_prim_hemi"
2013;974725215;44;50;"hoftebrudd_dekgrad_prim_ost"
2013;974725215;3;3;"hoftebrudd_dekgrad_prim_total"
2014;974725215;12;12;"hoftebrudd_dekgrad_prim_hemi"
2014;974725215;39;45;"hoftebrudd_dekgrad_prim_ost"
2014;974725215;4;4;"hoftebrudd_dekgrad_prim_total"
2015;974725215;15;16;"hoftebrudd_dekgrad_prim_hemi"
2015;974725215;39;40;"hoftebrudd_dekgrad_prim_ost"
2015;974725215;3;3;"hoftebrudd_dekgrad_prim_total"
2016;974725215;17;17;"hoftebrudd_dekgrad_prim_hemi"
2016;974725215;28;32;"hoftebrudd_dekgrad_prim_ost"
2017;974725215;26;26;"hoftebrudd_dekgrad_prim_hemi"
2017;974725215;38;43;"hoftebrudd_dekgrad_prim_ost"
2017;974725215;9;10;"hoftebrudd_dekgrad_prim_total"
2018;974725215;23;24;"hoftebrudd_dekgrad_prim_hemi"
2018;974725215;17;17;"hoftebrudd_dekgrad_prim_ost"
2018;974725215;8;8;"hoftebrudd_dekgrad_prim_total"
2010;974733013;91;94;"hoftebrudd_dekgrad_prim_hemi"
2010;974733013;152;169;"hoftebrudd_dekgrad_prim_ost"
2011;974733013;98;114;"hoftebrudd_dekgrad_prim_hemi"
2011;974733013;141;167;"hoftebrudd_dekgrad_prim_ost"
2012;974733013;125;129;"hoftebrudd_dekgrad_prim_hemi"
2012;974733013;142;152;"hoftebrudd_dekgrad_prim_ost"
2013;974733013;83;89;"hoftebrudd_dekgrad_prim_hemi"
2013;974733013;123;146;"hoftebrudd_dekgrad_prim_ost"
2013;974733013;3;5;"hoftebrudd_dekgrad_prim_total"
2014;974733013;111;129;"hoftebrudd_dekgrad_prim_hemi"
2014;974733013;123;142;"hoftebrudd_dekgrad_prim_ost"
2014;974733013;5;5;"hoftebrudd_dekgrad_prim_total"
2015;974733013;128;138;"hoftebrudd_dekgrad_prim_hemi"
2015;974733013;123;136;"hoftebrudd_dekgrad_prim_ost"
2015;974733013;11;11;"hoftebrudd_dekgrad_prim_total"
2016;974733013;109;109;"hoftebrudd_dekgrad_prim_hemi"
2016;974733013;102;102;"hoftebrudd_dekgrad_prim_ost"
2016;974733013;4;4;"hoftebrudd_dekgrad_prim_total"
2017;974733013;109;116;"hoftebrudd_dekgrad_prim_hemi"
2017;974733013;111;122;"hoftebrudd_dekgrad_prim_ost"
2017;974733013;8;8;"hoftebrudd_dekgrad_prim_total"
2018;974733013;132;141;"hoftebrudd_dekgrad_prim_hemi"
2018;974733013;116;132;"hoftebrudd_dekgrad_prim_ost"
2018;974733013;14;17;"hoftebrudd_dekgrad_prim_total"
2008;974742985;14;14;"hoftebrudd_dekgrad_prim_hemi"
2008;974742985;49;55;"hoftebrudd_dekgrad_prim_ost"
2009;974742985;21;21;"hoftebrudd_dekgrad_prim_hemi"
2009;974742985;40;54;"hoftebrudd_dekgrad_prim_ost"
2010;974742985;17;18;"hoftebrudd_dekgrad_prim_hemi"
2010;974742985;58;73;"hoftebrudd_dekgrad_prim_ost"
2011;974742985;20;23;"hoftebrudd_dekgrad_prim_hemi"
2011;974742985;62;71;"hoftebrudd_dekgrad_prim_ost"
2012;974742985;17;20;"hoftebrudd_dekgrad_prim_hemi"
2012;974742985;58;65;"hoftebrudd_dekgrad_prim_ost"
2013;974742985;17;18;"hoftebrudd_dekgrad_prim_hemi"
2013;974742985;46;59;"hoftebrudd_dekgrad_prim_ost"
2013;974742985;2;2;"hoftebrudd_dekgrad_prim_total"
2014;974742985;19;21;"hoftebrudd_dekgrad_prim_hemi"
2014;974742985;44;48;"hoftebrudd_dekgrad_prim_ost"
2014;974742985;3;3;"hoftebrudd_dekgrad_prim_total"
2015;974742985;36;37;"hoftebrudd_dekgrad_prim_hemi"
2015;974742985;32;34;"hoftebrudd_dekgrad_prim_ost"
2015;974742985;4;4;"hoftebrudd_dekgrad_prim_total"
2016;974742985;28;28;"hoftebrudd_dekgrad_prim_hemi"
2016;974742985;34;34;"hoftebrudd_dekgrad_prim_ost"
2016;974742985;10;10;"hoftebrudd_dekgrad_prim_total"
2017;974742985;25;28;"hoftebrudd_dekgrad_prim_hemi"
2017;974742985;53;58;"hoftebrudd_dekgrad_prim_ost"
2017;974742985;13;13;"hoftebrudd_dekgrad_prim_total"
2018;974742985;25;27;"hoftebrudd_dekgrad_prim_hemi"
2018;974742985;42;46;"hoftebrudd_dekgrad_prim_ost"
2018;974742985;9;9;"hoftebrudd_dekgrad_prim_total"
2008;974743086;2;22;"hoftebrudd_dekgrad_prim_ost"
2009;974743086;1;1;"hoftebrudd_dekgrad_prim_hemi"
2009;974743086;11;26;"hoftebrudd_dekgrad_prim_ost"
2010;974743086;18;21;"hoftebrudd_dekgrad_prim_ost"
2011;974743086;13;13;"hoftebrudd_dekgrad_prim_hemi"
2011;974743086;13;16;"hoftebrudd_dekgrad_prim_ost"
2012;974743086;8;9;"hoftebrudd_dekgrad_prim_hemi"
2012;974743086;10;15;"hoftebrudd_dekgrad_prim_ost"
2013;974743086;2;8;"hoftebrudd_dekgrad_prim_ost"
2014;974743086;0;6;"hoftebrudd_dekgrad_prim_ost"
2015;974743086;0;8;"hoftebrudd_dekgrad_prim_ost"
2008;974743272;35;37;"hoftebrudd_dekgrad_prim_hemi"
2008;974743272;62;88;"hoftebrudd_dekgrad_prim_ost"
2009;974743272;36;36;"hoftebrudd_dekgrad_prim_hemi"
2009;974743272;70;80;"hoftebrudd_dekgrad_prim_ost"
2010;974743272;57;57;"hoftebrudd_dekgrad_prim_hemi"
2010;974743272;79;94;"hoftebrudd_dekgrad_prim_ost"
2011;974743272;88;90;"hoftebrudd_dekgrad_prim_hemi"
2011;974743272;117;127;"hoftebrudd_dekgrad_prim_ost"
2012;974743272;70;70;"hoftebrudd_dekgrad_prim_hemi"
2012;974743272;115;129;"hoftebrudd_dekgrad_prim_ost"
2013;974743272;74;74;"hoftebrudd_dekgrad_prim_hemi"
2013;974743272;96;104;"hoftebrudd_dekgrad_prim_ost"
2013;974743272;6;6;"hoftebrudd_dekgrad_prim_total"
2014;974743272;71;86;"hoftebrudd_dekgrad_prim_hemi"
2014;974743272;77;93;"hoftebrudd_dekgrad_prim_ost"
2014;974743272;4;5;"hoftebrudd_dekgrad_prim_total"
2015;974743272;54;61;"hoftebrudd_dekgrad_prim_hemi"
2015;974743272;88;105;"hoftebrudd_dekgrad_prim_ost"
2015;974743272;1;1;"hoftebrudd_dekgrad_prim_total"
2016;974743272;58;59;"hoftebrudd_dekgrad_prim_hemi"
2016;974743272;80;87;"hoftebrudd_dekgrad_prim_ost"
2016;974743272;0;1;"hoftebrudd_dekgrad_prim_total"
2017;974743272;81;84;"hoftebrudd_dekgrad_prim_hemi"
2017;974743272;69;73;"hoftebrudd_dekgrad_prim_ost"
2017;974743272;4;5;"hoftebrudd_dekgrad_prim_total"
2018;974743272;68;70;"hoftebrudd_dekgrad_prim_hemi"
2018;974743272;94;99;"hoftebrudd_dekgrad_prim_ost"
2018;974743272;12;13;"hoftebrudd_dekgrad_prim_total"
2011;974744570;52;64;"hoftebrudd_dekgrad_prim_hemi"
2011;974744570;67;91;"hoftebrudd_dekgrad_prim_ost"
2012;974744570;67;75;"hoftebrudd_dekgrad_prim_hemi"
2012;974744570;84;124;"hoftebrudd_dekgrad_prim_ost"
2013;974744570;40;50;"hoftebrudd_dekgrad_prim_hemi"
2013;974744570;92;138;"hoftebrudd_dekgrad_prim_ost"
2013;974744570;1;3;"hoftebrudd_dekgrad_prim_total"
2014;974744570;44;58;"hoftebrudd_dekgrad_prim_hemi"
2014;974744570;102;154;"hoftebrudd_dekgrad_prim_ost"
2014;974744570;1;1;"hoftebrudd_dekgrad_prim_total"
2015;974744570;40;53;"hoftebrudd_dekgrad_prim_hemi"
2015;974744570;93;137;"hoftebrudd_dekgrad_prim_ost"
2015;974744570;3;4;"hoftebrudd_dekgrad_prim_total"
2016;974744570;61;61;"hoftebrudd_dekgrad_prim_hemi"
2016;974744570;99;99;"hoftebrudd_dekgrad_prim_ost"
2016;974744570;5;6;"hoftebrudd_dekgrad_prim_total"
2017;974744570;59;67;"hoftebrudd_dekgrad_prim_hemi"
2017;974744570;103;129;"hoftebrudd_dekgrad_prim_ost"
2017;974744570;5;5;"hoftebrudd_dekgrad_prim_total"
2018;974744570;62;67;"hoftebrudd_dekgrad_prim_hemi"
2018;974744570;128;135;"hoftebrudd_dekgrad_prim_ost"
2018;974744570;5;5;"hoftebrudd_dekgrad_prim_total"
2011;974745089;7;7;"hoftebrudd_dekgrad_prim_hemi"
