"year";"orgnr";"var";"ind_id";"denominator"
2018;974703300;3;"nger_kompl_postop_hys";65
2018;974743272;0;"nger_kompl_postop_hys";21
2018;974737779;3;"nger_kompl_postop_hys";97
2018;974749025;0;"nger_kompl_postop_hys";129
2018;974706490;4;"nger_kompl_postop_hys";145
2018;974631776;1;"nger_kompl_postop_hys";10
2018;974631768;1;"nger_kompl_postop_hys";25
2018;974632535;4;"nger_kompl_postop_hys";98
2018;974633574;5;"nger_kompl_postop_hys";239
2018;874632562;1;"nger_kompl_postop_hys";23
2018;974633221;1;"nger_kompl_postop_hys";10
2018;974795787;0;"nger_kompl_postop_hys";54
2018;974589095;1;"nger_kompl_postop_hys";271
2018;974795515;1;"nger_kompl_postop_hys";15
2018;974724774;3;"nger_kompl_postop_hys";102
2018;974795361;2;"nger_kompl_postop_hys";32
2019;974733013;2;"nger_kompl_postop_hys";78
2019;974795574;1;"nger_kompl_postop_hys";25
2019;974795930;0;"nger_kompl_postop_hys";4
2019;974795833;4;"nger_kompl_postop_hys";46
2019;974747138;1;"nger_kompl_postop_hys";24
2019;974747545;0;"nger_kompl_postop_hys";2
2019;974557746;0;"nger_kompl_postop_hys";36
2019;974795477;0;"nger_kompl_postop_hys";16
2019;974745569;0;"nger_kompl_postop_hys";38
2019;974631326;3;"nger_kompl_postop_hys";184
2019;974631407;1;"nger_kompl_postop_hys";19
2019;974631091;1;"nger_kompl_postop_hys";34
2019;974631385;0;"nger_kompl_postop_hys";11
2019;974705788;1;"nger_kompl_postop_hys";66
2019;974744570;0;"nger_kompl_postop_hys";22
2019;974703300;3;"nger_kompl_postop_hys";96
2019;974743272;1;"nger_kompl_postop_hys";25
2019;974737779;4;"nger_kompl_postop_hys";92
2019;974749025;4;"nger_kompl_postop_hys";236
2019;974633752;5;"nger_kompl_postop_hys";91
2019;974706490;1;"nger_kompl_postop_hys";148
2019;974631768;4;"nger_kompl_postop_hys";51
2019;974632535;3;"nger_kompl_postop_hys";104
2019;974633574;4;"nger_kompl_postop_hys";285
2019;874632562;0;"nger_kompl_postop_hys";58
2019;974633221;0;"nger_kompl_postop_hys";56
2019;974631776;0;"nger_kompl_postop_hys";5
2019;974795787;0;"nger_kompl_postop_hys";43
2019;974589095;4;"nger_kompl_postop_hys";243
2019;974795515;0;"nger_kompl_postop_hys";12
2019;974724774;1;"nger_kompl_postop_hys";74
2019;974742985;0;"nger_kompl_postop_hys";37
2019;974795639;0;"nger_kompl_postop_hys";20
2019;974795361;1;"nger_kompl_postop_hys";67
2020;974733013;0;"nger_kompl_postop_hys";17
2020;974795574;0;"nger_kompl_postop_hys";7
2020;974795833;0;"nger_kompl_postop_hys";6
2020;974747138;1;"nger_kompl_postop_hys";33
2020;974747545;0;"nger_kompl_postop_hys";6
2020;974557746;0;"nger_kompl_postop_hys";15
2020;974795477;1;"nger_kompl_postop_hys";10
2020;974745569;0;"nger_kompl_postop_hys";7
2020;974631326;1;"nger_kompl_postop_hys";34
2020;974631407;0;"nger_kompl_postop_hys";9
2020;974631091;0;"nger_kompl_postop_hys";2
2020;974631385;0;"nger_kompl_postop_hys";16
2020;974705788;2;"nger_kompl_postop_hys";28
2020;974744570;0;"nger_kompl_postop_hys";5
2020;974703300;3;"nger_kompl_postop_hys";28
2020;974754118;0;"nger_kompl_postop_hys";6
2020;974743272;0;"nger_kompl_postop_hys";3
2020;974737779;0;"nger_kompl_postop_hys";27
2020;975787419;0;"nger_kompl_postop_hys";9
2020;974749025;2;"nger_kompl_postop_hys";105
2020;974633752;0;"nger_kompl_postop_hys";44
2020;974706490;2;"nger_kompl_postop_hys";35
2020;974595214;0;"nger_kompl_postop_hys";1
2020;974631768;0;"nger_kompl_postop_hys";22
2020;974632535;2;"nger_kompl_postop_hys";31
2020;974633574;1;"nger_kompl_postop_hys";95
2020;874632562;1;"nger_kompl_postop_hys";25
2020;974633221;1;"nger_kompl_postop_hys";40
2020;974631776;0;"nger_kompl_postop_hys";2
2020;974795787;0;"nger_kompl_postop_hys";8
2020;974589095;1;"nger_kompl_postop_hys";78
2020;974795515;0;"nger_kompl_postop_hys";5
2020;974724774;0;"nger_kompl_postop_hys";25
2020;974742985;0;"nger_kompl_postop_hys";17
2020;974795639;1;"nger_kompl_postop_hys";16
2020;974795396;0;"nger_kompl_postop_hys";2
2020;974795361;0;"nger_kompl_postop_hys";13
2016;974733013;61;"nger_pasient_tilfredshet";67
2016;974795930;35;"nger_pasient_tilfredshet";41
2016;974747138;37;"nger_pasient_tilfredshet";39
2016;974747545;25;"nger_pasient_tilfredshet";25
2016;974557746;185;"nger_pasient_tilfredshet";212
2016;974795477;59;"nger_pasient_tilfredshet";67
2016;974745569;34;"nger_pasient_tilfredshet";43
2016;974631326;266;"nger_pasient_tilfredshet";296
2016;974631091;25;"nger_pasient_tilfredshet";30
2016;974744570;16;"nger_pasient_tilfredshet";16
2016;974703300;88;"nger_pasient_tilfredshet";96
2016;974743272;19;"nger_pasient_tilfredshet";22
2016;974749025;107;"nger_pasient_tilfredshet";116
2016;974633752;55;"nger_pasient_tilfredshet";62
2016;974706490;109;"nger_pasient_tilfredshet";116
2016;974631776;14;"nger_pasient_tilfredshet";16
2016;974631768;7;"nger_pasient_tilfredshet";7
2016;974632535;230;"nger_pasient_tilfredshet";247
2016;974633574;491;"nger_pasient_tilfredshet";540
2016;874632562;2;"nger_pasient_tilfredshet";2
2016;974633221;123;"nger_pasient_tilfredshet";134
2016;974795787;65;"nger_pasient_tilfredshet";78
2016;974589095;723;"nger_pasient_tilfredshet";769
2016;974707152;58;"nger_pasient_tilfredshet";68
2016;974795515;47;"nger_pasient_tilfredshet";51
2016;974724774;194;"nger_pasient_tilfredshet";212
2016;974795361;113;"nger_pasient_tilfredshet";129
2017;974733013;85;"nger_pasient_tilfredshet";92
2017;974795930;29;"nger_pasient_tilfredshet";32
2017;974795833;28;"nger_pasient_tilfredshet";31
2017;974747138;46;"nger_pasient_tilfredshet";47
2017;974747545;7;"nger_pasient_tilfredshet";8
2017;974557746;173;"nger_pasient_tilfredshet";189
2017;974795477;62;"nger_pasient_tilfredshet";64
2017;974745569;43;"nger_pasient_tilfredshet";55
2017;974631326;366;"nger_pasient_tilfredshet";401
2017;974631091;79;"nger_pasient_tilfredshet";85
2017;974705788;126;"nger_pasient_tilfredshet";131
2017;974744570;20;"nger_pasient_tilfredshet";21
2017;974703300;195;"nger_pasient_tilfredshet";214
2017;974743272;31;"nger_pasient_tilfredshet";35
2017;974737779;137;"nger_pasient_tilfredshet";143
2017;974749025;234;"nger_pasient_tilfredshet";247
2017;974633752;42;"nger_pasient_tilfredshet";47
2017;974706490;431;"nger_pasient_tilfredshet";454
2017;974595214;23;"nger_pasient_tilfredshet";26
2017;974631776;62;"nger_pasient_tilfredshet";72
2017;974631768;57;"nger_pasient_tilfredshet";58
2017;974632535;211;"nger_pasient_tilfredshet";221
2017;974633574;474;"nger_pasient_tilfredshet";511
2017;874632562;133;"nger_pasient_tilfredshet";140
2017;974633221;136;"nger_pasient_tilfredshet";148
2017;974795787;88;"nger_pasient_tilfredshet";95
2017;974589095;836;"nger_pasient_tilfredshet";890
2017;974707152;92;"nger_pasient_tilfredshet";96
2017;974795515;43;"nger_pasient_tilfredshet";45
2017;974724774;188;"nger_pasient_tilfredshet";206
2017;974795361;105;"nger_pasient_tilfredshet";108
2018;974733013;139;"nger_pasient_tilfredshet";147
2018;974795930;24;"nger_pasient_tilfredshet";25
2018;974795833;35;"nger_pasient_tilfredshet";45
2018;974747138;37;"nger_pasient_tilfredshet";37
2018;974747545;14;"nger_pasient_tilfredshet";15
2018;974557746;148;"nger_pasient_tilfredshet";175
2018;974795477;55;"nger_pasient_tilfredshet";61
2018;974745569;20;"nger_pasient_tilfredshet";21
2018;974631326;291;"nger_pasient_tilfredshet";319
2018;974631407;48;"nger_pasient_tilfredshet";52
2018;974631091;74;"nger_pasient_tilfredshet";87
2018;974631385;3;"nger_pasient_tilfredshet";3
2018;974705788;183;"nger_pasient_tilfredshet";193
2018;974744570;13;"nger_pasient_tilfredshet";13
2018;974703300;163;"nger_pasient_tilfredshet";189
2018;974743272;36;"nger_pasient_tilfredshet";42
2018;974737779;141;"nger_pasient_tilfredshet";146
2018;974749025;183;"nger_pasient_tilfredshet";194
2018;974633752;46;"nger_pasient_tilfredshet";47
2018;974706490;392;"nger_pasient_tilfredshet";425
2018;974595214;21;"nger_pasient_tilfredshet";22
2018;974631776;38;"nger_pasient_tilfredshet";41
2018;974631768;73;"nger_pasient_tilfredshet";78
2018;974632535;211;"nger_pasient_tilfredshet";225
2018;974633574;466;"nger_pasient_tilfredshet";494
2018;874632562;46;"nger_pasient_tilfredshet";49
2018;974633221;101;"nger_pasient_tilfredshet";105
2018;974795787;78;"nger_pasient_tilfredshet";83
2018;974589095;835;"nger_pasient_tilfredshet";892
2018;974707152;66;"nger_pasient_tilfredshet";70
2018;974795515;40;"nger_pasient_tilfredshet";43
2018;974724774;196;"nger_pasient_tilfredshet";216
2018;974795361;110;"nger_pasient_tilfredshet";120
2019;974733013;157;"nger_pasient_tilfredshet";168
2019;974795574;26;"nger_pasient_tilfredshet";28
2019;974795930;29;"nger_pasient_tilfredshet";32
2019;974795833;77;"nger_pasient_tilfredshet";83
2019;974747138;52;"nger_pasient_tilfredshet";59
2019;974747545;12;"nger_pasient_tilfredshet";12
2019;974557746;255;"nger_pasient_tilfredshet";284
2019;974795477;60;"nger_pasient_tilfredshet";66
2019;974745569;66;"nger_pasient_tilfredshet";76
2019;974631326;343;"nger_pasient_tilfredshet";366
2019;974631407;53;"nger_pasient_tilfredshet";55
2019;974631091;106;"nger_pasient_tilfredshet";113
2019;974631385;69;"nger_pasient_tilfredshet";72
2019;974705788;161;"nger_pasient_tilfredshet";172
2019;974744570;53;"nger_pasient_tilfredshet";58
2019;974703300;237;"nger_pasient_tilfredshet";259
2019;974743272;63;"nger_pasient_tilfredshet";69
2019;974737779;155;"nger_pasient_tilfredshet";164
2019;974749025;375;"nger_pasient_tilfredshet";398
2019;974633752;186;"nger_pasient_tilfredshet";205
2019;974706490;330;"nger_pasient_tilfredshet";355
2019;974595214;9;"nger_pasient_tilfredshet";10
2019;974631768;142;"nger_pasient_tilfredshet";147
2019;974632535;205;"nger_pasient_tilfredshet";226
2019;974633574;510;"nger_pasient_tilfredshet";547
2019;874632562;130;"nger_pasient_tilfredshet";141
2019;974633221;187;"nger_pasient_tilfredshet";209
2019;974631776;34;"nger_pasient_tilfredshet";35
2019;974795787;92;"nger_pasient_tilfredshet";99
2019;974589095;954;"nger_pasient_tilfredshet";1030
2019;974707152;98;"nger_pasient_tilfredshet";111
2019;974795515;45;"nger_pasient_tilfredshet";46
2019;974724774;180;"nger_pasient_tilfredshet";190
2019;974742985;109;"nger_pasient_tilfredshet";115
2019;974795639;44;"nger_pasient_tilfredshet";45
2019;974795361;176;"nger_pasient_tilfredshet";193
2019;974795558;6;"nger_pasient_tilfredshet";7
2020;974733013;42;"nger_pasient_tilfredshet";45
2020;974795574;7;"nger_pasient_tilfredshet";7
2020;974795930;5;"nger_pasient_tilfredshet";6
2020;974795833;15;"nger_pasient_tilfredshet";17
2020;974747138;78;"nger_pasient_tilfredshet";80
2020;974747545;12;"nger_pasient_tilfredshet";12
2020;974557746;96;"nger_pasient_tilfredshet";107
2020;974795477;28;"nger_pasient_tilfredshet";28
2020;974745569;18;"nger_pasient_tilfredshet";18
2020;974631326;83;"nger_pasient_tilfredshet";86
2020;974631407;30;"nger_pasient_tilfredshet";31
2020;974631091;25;"nger_pasient_tilfredshet";25
2020;974631385;23;"nger_pasient_tilfredshet";25
2020;974705788;66;"nger_pasient_tilfredshet";68
2020;974744570;15;"nger_pasient_tilfredshet";18
2020;974703300;82;"nger_pasient_tilfredshet";86
2020;974754118;13;"nger_pasient_tilfredshet";14
2020;974753898;3;"nger_pasient_tilfredshet";3
2020;974743272;11;"nger_pasient_tilfredshet";12
2020;974737779;41;"nger_pasient_tilfredshet";45
2020;975787419;39;"nger_pasient_tilfredshet";40
2020;974749025;164;"nger_pasient_tilfredshet";174
2020;974633752;56;"nger_pasient_tilfredshet";60
2020;974706490;99;"nger_pasient_tilfredshet";108
2020;974595214;9;"nger_pasient_tilfredshet";9
2020;974631768;55;"nger_pasient_tilfredshet";61
2020;974632535;65;"nger_pasient_tilfredshet";77
2020;974633574;141;"nger_pasient_tilfredshet";149
2020;874632562;49;"nger_pasient_tilfredshet";52
2020;974633221;69;"nger_pasient_tilfredshet";75
2020;974631776;16;"nger_pasient_tilfredshet";19
2020;974795787;23;"nger_pasient_tilfredshet";27
2020;974589095;332;"nger_pasient_tilfredshet";348
2020;974707152;40;"nger_pasient_tilfredshet";43
2020;974795515;14;"nger_pasient_tilfredshet";14
2020;974724774;62;"nger_pasient_tilfredshet";66
2020;974742985;39;"nger_pasient_tilfredshet";41
2020;974795639;30;"nger_pasient_tilfredshet";34
2020;974795396;3;"nger_pasient_tilfredshet";3
2020;974795361;46;"nger_pasient_tilfredshet";49
2020;974795558;4;"nger_pasient_tilfredshet";4
